,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,200.0,200.0,600.0,680.1976700286359,800.0
00:15,0.0,200.0,200.0,600.0,1229.9671254695697,800.0
00:30,0.0,200.0,200.0,600.0,1148.9687510332992,800.0
00:45,0.0,200.0,200.0,600.0,699.1166098503178,800.0
01:00,0.0,200.0,200.0,600.0,653.8766555907218,800.0
01:15,0.0,200.0,200.0,600.0,656.0722919892663,800.0
01:30,0.0,200.0,200.0,600.0,682.418684100581,800.0
01:45,0.0,200.0,200.0,600.0,768.9941625559734,800.0
02:00,0.0,200.0,200.0,600.0,663.2540939514402,800.0
02:15,0.0,200.0,200.0,600.0,717.7004361701216,800.0
02:30,0.0,200.0,200.0,600.0,708.2310750919321,800.0
02:45,0.0,200.0,200.0,600.0,707.4386790605322,800.0
03:00,0.0,200.0,200.0,600.0,685.7483554830756,800.0
03:15,0.0,200.0,200.0,600.0,646.594879524144,800.0
03:30,0.0,200.0,200.0,600.0,672.1439644105697,800.0
03:45,0.0,200.0,200.0,600.0,732.9060762415934,800.0
04:00,0.0,200.0,200.0,600.0,650.6300493825638,800.0
04:15,0.0,200.0,200.0,600.0,688.8871343049663,800.0
04:30,0.0,200.0,200.0,600.0,635.0879412231915,800.0
04:45,0.0,200.0,200.0,600.0,684.8083143191977,800.0
05:00,0.0,200.0,200.0,600.0,711.9292960576462,800.0
05:15,0.0,200.0,200.0,600.0,644.7235456764002,800.0
05:30,0.0,200.0,200.0,600.0,647.2215241432397,800.0
05:45,0.0,200.0,200.0,600.0,654.5346374663616,800.0
06:00,0.0,200.0,200.0,600.0,633.5394642317472,800.0
06:15,0.0,200.0,200.0,600.0,709.048210391682,800.0
06:30,0.0,200.0,200.0,600.0,619.3996045672834,800.0
06:45,0.0,200.0,200.0,600.0,598.6607676839471,800.0
07:00,0.0,200.0,200.0,600.0,627.0435394631476,800.0
07:15,0.0,200.0,200.0,600.0,591.182526328439,800.0
07:30,0.0,200.0,200.0,600.0,635.5053221689883,800.0
07:45,0.0,200.0,200.0,600.0,851.1954505219261,800.0
08:00,0.0,200.0,200.0,600.0,700.8101307153905,800.0
08:15,0.0,200.0,200.0,600.0,733.2364206295506,800.0
08:30,0.0,200.0,200.0,600.0,669.3263458984964,800.0
08:45,0.0,200.0,200.0,600.0,561.364412954888,800.0
09:00,348.2493093626798,0.0,200.0,600.0,0.0,600.0
09:15,345.48418704015273,0.0,200.0,600.0,0.0,400.0
09:30,384.74283478019333,0.0,200.0,600.0,0.0,200.0
09:45,503.45562620268424,0.0,200.0,600.0,0.0,0.0
10:00,0.0,200.0,0.0,600.0,777.3923413663592,200.0
10:15,0.0,200.0,200.0,600.0,593.7141716895538,200.0
10:30,0.0,0.0,200.0,600.0,391.12047344705354,0.0
10:45,0.0,0.0,0.0,600.0,766.4714497462895,0.0
11:00,0.0,200.0,0.0,600.0,1165.6643828991478,200.0
11:15,0.0,200.0,200.0,600.0,837.3323253708395,200.0
11:30,0.0,0.0,200.0,600.0,602.6953684222815,0.0
