,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,200.0,200.0,600.0,632.6976700286359,800.0
00:15,0.0,200.0,200.0,600.0,632.0671254695698,800.0
00:30,0.0,200.0,200.0,600.0,631.768751033299,800.0
00:45,0.0,200.0,200.0,600.0,667.1166098503178,800.0
01:00,0.0,200.0,200.0,600.0,678.6766555907218,800.0
01:15,0.0,200.0,200.0,600.0,656.9722919892663,800.0
01:30,0.0,200.0,200.0,600.0,645.918684100581,800.0
01:45,0.0,200.0,200.0,600.0,681.9941625559734,800.0
02:00,0.0,200.0,200.0,600.0,695.1540939514401,800.0
02:15,0.0,200.0,200.0,600.0,683.8004361701217,800.0
02:30,0.0,200.0,200.0,600.0,652.9310750919321,800.0
02:45,0.0,200.0,200.0,600.0,674.4386790605322,800.0
03:00,0.0,200.0,200.0,600.0,664.0483554830755,800.0
03:15,0.0,200.0,200.0,600.0,688.194879524144,800.0
03:30,0.0,200.0,200.0,600.0,665.8439644105696,800.0
03:45,0.0,200.0,200.0,600.0,650.0060762415933,800.0
04:00,0.0,200.0,200.0,600.0,668.3300493825639,800.0
04:15,0.0,200.0,200.0,600.0,656.1871343049662,800.0
04:30,0.0,200.0,200.0,600.0,691.7879412231914,800.0
04:45,0.0,200.0,200.0,600.0,682.3083143191977,800.0
05:00,0.0,200.0,200.0,600.0,627.7292960576463,800.0
05:15,0.0,200.0,200.0,600.0,625.9235456764003,800.0
05:30,0.0,200.0,200.0,600.0,658.0215241432396,800.0
05:45,0.0,200.0,200.0,600.0,719.8346374663615,800.0
06:00,0.0,200.0,200.0,600.0,640.4394642317471,800.0
06:15,0.0,200.0,200.0,600.0,604.148210391682,800.0
06:30,0.0,200.0,200.0,600.0,924.5996045672833,800.0
06:45,0.0,200.0,200.0,600.0,1998.460767683947,800.0
07:00,0.0,200.0,200.0,600.0,1246.3435394631474,800.0
07:15,0.0,200.0,200.0,600.0,821.682526328439,800.0
07:30,0.0,200.0,200.0,600.0,663.1053221689883,800.0
07:45,0.0,200.0,200.0,600.0,752.1954505219261,800.0
08:00,0.0,200.0,200.0,600.0,831.4101307153906,800.0
08:15,0.0,200.0,200.0,600.0,1613.8364206295505,800.0
08:30,0.0,200.0,200.0,600.0,789.5263458984964,800.0
08:45,0.0,200.0,200.0,600.0,636.764412954888,800.0
