,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,200.0,200.0,600.0,708.2976700286359,800.0
00:15,0.0,200.0,200.0,600.0,1220.2671254695697,800.0
00:30,0.0,200.0,200.0,600.0,795.0687510332991,800.0
00:45,0.0,200.0,200.0,600.0,638.8166098503177,800.0
01:00,0.0,200.0,200.0,600.0,732.5766555907218,800.0
01:15,0.0,200.0,200.0,600.0,665.1722919892662,800.0
01:30,0.0,200.0,200.0,600.0,703.6186841005809,800.0
01:45,0.0,200.0,200.0,600.0,673.1941625559733,800.0
02:00,0.0,200.0,200.0,600.0,669.4540939514402,800.0
02:15,0.0,200.0,200.0,600.0,668.9004361701216,800.0
02:30,0.0,200.0,200.0,600.0,692.8310750919321,800.0
02:45,0.0,200.0,200.0,600.0,687.4386790605322,800.0
03:00,0.0,200.0,200.0,600.0,632.6483554830755,800.0
03:15,0.0,200.0,200.0,600.0,721.694879524144,800.0
03:30,0.0,200.0,200.0,600.0,698.8439644105696,800.0
03:45,0.0,200.0,200.0,600.0,684.7060762415933,800.0
04:00,0.0,200.0,200.0,600.0,691.3300493825639,800.0
04:15,0.0,200.0,200.0,600.0,700.1871343049662,800.0
04:30,0.0,200.0,200.0,600.0,705.6879412231915,800.0
04:45,0.0,200.0,200.0,600.0,650.7083143191977,800.0
05:00,0.0,200.0,200.0,600.0,655.5292960576462,800.0
05:15,0.0,200.0,200.0,600.0,733.9235456764003,800.0
05:30,0.0,200.0,200.0,600.0,695.4215241432396,800.0
05:45,0.0,200.0,200.0,600.0,618.7346374663615,800.0
06:00,0.0,200.0,200.0,600.0,632.5394642317472,800.0
06:15,0.0,200.0,200.0,600.0,695.8482103916821,800.0
06:30,0.0,200.0,200.0,600.0,777.9996045672833,800.0
06:45,0.0,200.0,200.0,600.0,617.7607676839472,800.0
07:00,0.0,200.0,200.0,600.0,614.6435394631476,800.0
07:15,0.0,200.0,200.0,600.0,708.0825263284391,800.0
07:30,0.0,200.0,200.0,600.0,896.5053221689883,800.0
07:45,0.0,200.0,200.0,600.0,859.0954505219261,800.0
08:00,0.0,200.0,200.0,600.0,754.2101307153905,800.0
08:15,0.0,200.0,200.0,600.0,748.2364206295506,800.0
08:30,0.0,200.0,200.0,600.0,815.2263458984963,800.0
08:45,0.0,200.0,200.0,600.0,760.364412954888,800.0
09:00,529.8493093626798,0.0,200.0,600.0,0.0,600.0
09:15,486.48418704015273,0.0,200.0,600.0,0.0,400.0
09:30,487.94283478019327,0.0,200.0,600.0,0.0,200.0
09:45,438.1556262026843,0.0,200.0,600.0,0.0,0.0
10:00,0.0,200.0,0.0,600.0,897.0923413663592,200.0
10:15,0.0,200.0,200.0,600.0,704.7141716895538,200.0
10:30,0.0,0.0,200.0,600.0,637.6204734470535,0.0
10:45,0.0,0.0,0.0,600.0,645.6714497462895,0.0
11:00,0.0,200.0,0.0,600.0,903.8643828991477,200.0
11:15,0.0,200.0,200.0,600.0,641.9323253708394,200.0
11:30,0.0,0.0,200.0,600.0,495.49536842228156,0.0
11:45,0.0,0.0,0.0,600.0,691.0914314431855,0.0
12:00,0.0,200.0,0.0,600.0,893.8648232006633,200.0
12:15,0.0,200.0,200.0,600.0,831.8708817018407,200.0
12:30,0.0,0.0,200.0,600.0,450.9490544037826,0.0
12:45,0.0,0.0,0.0,600.0,752.5809047381808,0.0
13:00,0.0,200.0,0.0,600.0,865.2947242817368,200.0
13:15,0.0,200.0,200.0,600.0,700.983235366813,200.0
13:30,0.0,200.0,200.0,600.0,745.0060443292622,200.0
13:45,0.0,200.0,200.0,600.0,664.0085142308938,200.0
14:00,0.0,0.0,200.0,600.0,495.48078890045144,0.0
14:15,0.0,0.0,0.0,600.0,630.8718682973765,0.0
14:30,0.0,0.0,0.0,600.0,611.4635788237786,0.0
14:45,0.0,200.0,0.0,600.0,806.0590656696636,200.0
15:00,0.0,0.0,200.0,600.0,476.9789761183141,0.0
15:15,0.0,200.0,0.0,600.0,892.4041268417802,200.0
15:30,0.0,200.0,200.0,600.0,684.414048981339,200.0
15:45,0.0,200.0,200.0,600.0,687.8497643590763,200.0
16:00,1087.5082731542266,200.0,200.0,600.0,0.0,200.0
16:15,1117.5112010271578,200.0,200.0,600.0,0.0,200.0
16:30,712.4482520775573,0.0,200.0,600.0,0.0,0.0
16:45,1100.9894877546355,200.0,0.0,600.0,0.0,200.0
17:00,998.3896617555333,200.0,200.0,600.0,0.0,200.0
17:15,950.3536461797773,200.0,200.0,600.0,0.0,200.0
17:30,923.7943839305044,200.0,200.0,600.0,0.0,200.0
17:45,1038.9532270003942,200.0,200.0,600.0,0.0,200.0
18:00,863.899168643447,200.0,200.0,600.0,0.0,200.0
18:15,598.3814716983946,0.0,200.0,600.0,0.0,0.0
18:30,760.9439346886861,0.0,0.0,600.0,0.0,0.0
18:45,776.9688413934861,0.0,0.0,600.0,0.0,0.0
19:00,759.4836844968627,0.0,0.0,600.0,0.0,0.0
19:15,898.6070108117576,0.0,0.0,600.0,0.0,0.0
19:30,883.0191702710288,0.0,0.0,600.0,0.0,0.0
19:45,891.6042217772845,0.0,0.0,600.0,0.0,0.0
20:00,0.0,200.0,0.0,600.0,1172.0966207694742,200.0
20:15,0.0,200.0,200.0,600.0,877.0491096411529,200.0
20:30,0.0,0.0,200.0,600.0,686.5094981522054,0.0
20:45,0.0,0.0,0.0,600.0,1045.6082943175716,0.0
21:00,0.0,200.0,0.0,600.0,1037.9423571718953,200.0
21:15,0.0,200.0,200.0,600.0,830.2730896622415,200.0
21:30,0.0,0.0,200.0,600.0,636.6476729431342,0.0
21:45,0.0,0.0,0.0,600.0,888.0392314009711,0.0
22:00,0.0,200.0,0.0,600.0,1138.257519982471,200.0
22:15,0.0,0.0,200.0,600.0,749.8175362632592,0.0
22:30,0.0,0.0,0.0,600.0,850.6588380180035,0.0
22:45,0.0,0.0,0.0,600.0,763.4238672922437,0.0
23:00,0.0,200.0,0.0,600.0,853.5797447540258,200.0
23:15,0.0,0.0,200.0,600.0,475.5772156701439,0.0
23:30,0.0,0.0,0.0,600.0,663.2263917597686,0.0
23:45,0.0,0.0,0.0,600.0,735.2789248445048,0.0
