,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,200.0,200.0,600.0,633.5976700286359,800.0
00:15,0.0,200.0,200.0,600.0,632.9671254695697,800.0
00:30,0.0,200.0,200.0,600.0,632.6687510332991,800.0
00:45,0.0,200.0,200.0,600.0,633.6166098503178,800.0
01:00,0.0,200.0,200.0,600.0,669.8766555907218,800.0
01:15,0.0,200.0,200.0,600.0,724.1722919892662,800.0
01:30,0.0,200.0,200.0,600.0,635.718684100581,800.0
01:45,0.0,200.0,200.0,600.0,640.6941625559733,800.0
02:00,0.0,200.0,200.0,600.0,678.7540939514402,800.0
02:15,0.0,200.0,200.0,600.0,668.0004361701216,800.0
02:30,0.0,200.0,200.0,600.0,633.2310750919321,800.0
02:45,0.0,200.0,200.0,600.0,633.0386790605322,800.0
03:00,0.0,200.0,200.0,600.0,652.9483554830756,800.0
03:15,0.0,200.0,200.0,600.0,654.294879524144,800.0
03:30,0.0,200.0,200.0,600.0,726.2439644105696,800.0
03:45,0.0,200.0,200.0,600.0,672.4060762415934,800.0
04:00,0.0,200.0,200.0,600.0,657.4300493825638,800.0
04:15,0.0,200.0,200.0,600.0,648.2871343049662,800.0
04:30,0.0,200.0,200.0,600.0,630.4879412231915,800.0
04:45,0.0,200.0,200.0,600.0,720.1083143191977,800.0
05:00,0.0,200.0,200.0,600.0,689.0292960576462,800.0
05:15,0.0,200.0,200.0,600.0,649.3235456764003,800.0
05:30,0.0,200.0,200.0,600.0,623.0215241432396,800.0
05:45,0.0,200.0,200.0,600.0,620.1346374663616,800.0
06:00,0.0,200.0,200.0,600.0,684.5394642317472,800.0
06:15,0.0,200.0,200.0,600.0,697.3482103916821,800.0
06:30,0.0,200.0,200.0,600.0,605.9996045672833,800.0
06:45,0.0,200.0,200.0,600.0,602.1607676839471,800.0
07:00,0.0,200.0,200.0,600.0,1134.2435394631475,800.0
07:15,0.0,200.0,200.0,600.0,1059.4825263284392,800.0
07:30,0.0,200.0,200.0,600.0,680.4053221689883,800.0
07:45,0.0,200.0,200.0,600.0,744.9954505219262,800.0
08:00,0.0,200.0,200.0,600.0,688.8101307153905,800.0
08:15,0.0,200.0,200.0,600.0,1180.0364206295508,800.0
08:30,0.0,200.0,200.0,600.0,700.1263458984963,800.0
08:45,0.0,200.0,200.0,600.0,718.264412954888,800.0
09:00,423.94930936267986,0.0,200.0,600.0,0.0,600.0
09:15,487.3841870401527,0.0,200.0,600.0,0.0,400.0
09:30,380.84283478019324,0.0,200.0,600.0,0.0,200.0
09:45,377.7556262026843,0.0,200.0,600.0,0.0,0.0
10:00,0.0,200.0,0.0,600.0,816.0923413663592,200.0
10:15,0.0,200.0,200.0,600.0,604.1141716895538,200.0
10:30,0.0,0.0,200.0,600.0,367.72047344705356,0.0
10:45,0.0,0.0,0.0,600.0,631.3714497462895,0.0
11:00,0.0,200.0,0.0,600.0,873.7643828991477,200.0
11:15,0.0,200.0,200.0,600.0,549.5323253708394,200.0
11:30,0.0,0.0,200.0,600.0,332.89536842228154,0.0
11:45,0.0,0.0,0.0,600.0,678.0914314431855,0.0
12:00,0.0,200.0,0.0,600.0,927.0648232006633,200.0
12:15,0.0,200.0,200.0,600.0,777.0708817018407,200.0
12:30,0.0,0.0,200.0,600.0,545.2490544037826,0.0
12:45,0.0,0.0,0.0,600.0,693.9809047381807,0.0
13:00,0.0,200.0,0.0,600.0,908.3947242817368,200.0
13:15,0.0,200.0,200.0,600.0,723.083235366813,200.0
13:30,0.0,200.0,200.0,600.0,610.1060443292622,200.0
13:45,0.0,200.0,200.0,600.0,547.7085142308938,200.0
14:00,0.0,0.0,200.0,600.0,351.1807889004515,0.0
14:15,0.0,0.0,0.0,600.0,571.2718682973765,0.0
14:30,0.0,0.0,0.0,600.0,671.1635788237786,0.0
14:45,0.0,200.0,0.0,600.0,1524.4590656696637,200.0
15:00,0.0,0.0,200.0,0.0,1243.478976118314,0.0
15:15,0.0,200.0,0.0,600.0,1838.5041268417801,200.0
15:30,0.0,200.0,200.0,600.0,1291.314048981339,200.0
15:45,0.0,200.0,200.0,600.0,674.9497643590762,200.0
16:00,611.0082731542265,200.0,200.0,600.0,0.0,200.0
16:15,728.4112010271579,200.0,200.0,600.0,0.0,200.0
16:30,458.24825207755725,0.0,200.0,600.0,0.0,0.0
16:45,814.2894877546356,200.0,0.0,600.0,0.0,200.0
17:00,617.4896617555335,200.0,200.0,600.0,0.0,200.0
17:15,1200.0,200.0,200.0,600.0,61.85364617977757,200.0
17:30,1200.0,200.0,200.0,600.0,69.39438393050432,200.0
17:45,724.7532270003943,200.0,200.0,600.0,0.0,200.0
18:00,683.299168643447,200.0,200.0,600.0,0.0,200.0
18:15,638.0814716983946,0.0,200.0,600.0,0.0,0.0
18:30,740.2439346886861,0.0,0.0,600.0,0.0,0.0
18:45,802.368841393486,0.0,0.0,600.0,0.0,0.0
19:00,772.3836844968627,0.0,0.0,600.0,0.0,0.0
19:15,879.4070108117576,0.0,0.0,600.0,0.0,0.0
19:30,827.6191702710288,0.0,0.0,600.0,0.0,0.0
19:45,978.7042217772845,0.0,0.0,600.0,0.0,0.0
20:00,0.0,200.0,0.0,600.0,1062.0966207694742,200.0
20:15,0.0,200.0,200.0,600.0,814.849109641153,200.0
20:30,0.0,0.0,200.0,600.0,648.6094981522054,0.0
20:45,0.0,0.0,0.0,600.0,944.9082943175715,0.0
21:00,0.0,200.0,0.0,600.0,1165.1423571718954,200.0
21:15,0.0,200.0,200.0,600.0,922.9730896622416,200.0
21:30,0.0,0.0,200.0,600.0,747.1476729431342,0.0
21:45,0.0,0.0,0.0,600.0,921.739231400971,0.0
22:00,0.0,200.0,0.0,600.0,1100.557519982471,200.0
22:15,0.0,0.0,200.0,600.0,583.9175362632591,0.0
22:30,0.0,0.0,0.0,600.0,698.7588380180035,0.0
22:45,0.0,0.0,0.0,600.0,631.2238672922437,0.0
23:00,0.0,200.0,0.0,600.0,835.0797447540258,200.0
23:15,0.0,0.0,200.0,600.0,467.0772156701439,0.0
23:30,0.0,0.0,0.0,600.0,683.5263917597687,0.0
23:45,0.0,0.0,0.0,600.0,672.6789248445048,0.0
