,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,200.0,200.0,600.0,716.2976700286359,800.0
00:15,0.0,200.0,200.0,600.0,699.5671254695698,800.0
00:30,0.0,200.0,200.0,600.0,680.168751033299,800.0
00:45,0.0,200.0,200.0,600.0,628.3166098503177,800.0
01:00,0.0,200.0,200.0,600.0,636.3766555907218,800.0
01:15,0.0,200.0,200.0,600.0,661.8722919892663,800.0
01:30,0.0,200.0,200.0,600.0,626.818684100581,800.0
01:45,0.0,200.0,200.0,600.0,636.3941625559734,800.0
02:00,0.0,200.0,200.0,600.0,706.8540939514402,800.0
02:15,0.0,200.0,200.0,600.0,675.9004361701216,800.0
02:30,0.0,200.0,200.0,600.0,627.9310750919321,800.0
02:45,0.0,200.0,200.0,600.0,627.9386790605322,800.0
03:00,0.0,200.0,200.0,600.0,626.9483554830756,800.0
03:15,0.0,200.0,200.0,600.0,627.594879524144,800.0
03:30,0.0,200.0,200.0,600.0,652.5439644105696,800.0
03:45,0.0,200.0,200.0,600.0,688.4060762415934,800.0
04:00,0.0,200.0,200.0,600.0,629.9300493825638,800.0
04:15,0.0,200.0,200.0,600.0,642.7871343049662,800.0
04:30,0.0,200.0,200.0,600.0,651.2879412231915,800.0
04:45,0.0,200.0,200.0,600.0,628.1083143191978,800.0
05:00,0.0,200.0,200.0,600.0,689.8292960576462,800.0
05:15,0.0,200.0,200.0,600.0,685.1235456764002,800.0
05:30,0.0,200.0,200.0,600.0,664.9215241432396,800.0
05:45,0.0,200.0,200.0,600.0,648.5346374663616,800.0
06:00,0.0,200.0,200.0,600.0,598.6394642317471,800.0
06:15,0.0,200.0,200.0,600.0,595.748210391682,800.0
06:30,0.0,200.0,200.0,600.0,677.6996045672834,800.0
06:45,0.0,200.0,200.0,600.0,671.260767683947,800.0
07:00,0.0,200.0,200.0,600.0,774.1435394631476,800.0
07:15,0.0,200.0,200.0,600.0,624.8825263284391,800.0
07:30,0.0,200.0,200.0,600.0,561.9053221689883,800.0
07:45,0.0,200.0,200.0,600.0,577.2954505219261,800.0
08:00,0.0,200.0,200.0,600.0,557.8101307153905,800.0
08:15,0.0,200.0,200.0,600.0,559.4364206295505,800.0
08:30,0.0,200.0,200.0,600.0,594.7263458984963,800.0
08:45,0.0,200.0,200.0,600.0,598.564412954888,800.0
09:00,386.7493093626798,0.0,200.0,600.0,0.0,600.0
09:15,375.8841870401527,0.0,200.0,600.0,0.0,400.0
09:30,333.94283478019327,0.0,200.0,600.0,0.0,200.0
09:45,343.45562620268424,0.0,200.0,600.0,0.0,0.0
10:00,0.0,200.0,0.0,600.0,782.3923413663592,200.0
10:15,0.0,200.0,200.0,600.0,594.5141716895539,200.0
10:30,0.0,0.0,200.0,600.0,361.12047344705354,0.0
10:45,0.0,0.0,0.0,600.0,536.9714497462895,0.0
11:00,0.0,200.0,0.0,600.0,796.6643828991477,200.0
11:15,0.0,200.0,200.0,600.0,601.4323253708394,200.0
11:30,0.0,0.0,200.0,600.0,408.99536842228156,0.0
11:45,0.0,0.0,0.0,600.0,614.1914314431855,0.0
12:00,0.0,200.0,0.0,600.0,800.4648232006633,200.0
12:15,0.0,200.0,200.0,600.0,624.0708817018407,200.0
12:30,0.0,0.0,200.0,600.0,505.9490544037826,0.0
12:45,0.0,0.0,0.0,600.0,634.3809047381808,0.0
13:00,0.0,200.0,0.0,600.0,768.0947242817367,200.0
13:15,0.0,200.0,200.0,600.0,613.983235366813,200.0
13:30,0.0,200.0,200.0,600.0,603.7060443292622,200.0
13:45,0.0,200.0,200.0,600.0,660.6085142308938,200.0
14:00,0.0,0.0,200.0,600.0,379.98078890045144,0.0
14:15,0.0,0.0,0.0,600.0,567.8718682973765,0.0
14:30,0.0,0.0,0.0,600.0,551.7635788237785,0.0
14:45,0.0,200.0,0.0,600.0,752.2590656696636,200.0
15:00,0.0,0.0,200.0,600.0,443.3789761183141,0.0
15:15,0.0,200.0,0.0,600.0,970.1041268417802,200.0
15:30,0.0,200.0,200.0,600.0,651.214048981339,200.0
15:45,0.0,200.0,200.0,600.0,700.4497643590762,200.0
16:00,709.9082731542264,200.0,200.0,600.0,0.0,200.0
