,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,200.0,200.0,600.0,631.7976700286359,800.0
00:15,0.0,200.0,200.0,600.0,631.1671254695698,800.0
00:30,0.0,200.0,200.0,600.0,630.8687510332991,800.0
00:45,0.0,200.0,200.0,600.0,687.8166098503177,800.0
01:00,0.0,200.0,200.0,600.0,691.0766555907218,800.0
01:15,0.0,200.0,200.0,600.0,631.6722919892662,800.0
01:30,0.0,200.0,200.0,600.0,630.0186841005809,800.0
01:45,0.0,200.0,200.0,600.0,667.1941625559733,800.0
02:00,0.0,200.0,200.0,600.0,711.8540939514402,800.0
02:15,0.0,200.0,200.0,600.0,678.3004361701217,800.0
02:30,0.0,200.0,200.0,600.0,636.1310750919321,800.0
02:45,0.0,200.0,200.0,600.0,666.3386790605322,800.0
03:00,0.0,200.0,200.0,600.0,652.7483554830756,800.0
03:15,0.0,200.0,200.0,600.0,674.494879524144,800.0
03:30,0.0,200.0,200.0,600.0,684.9439644105696,800.0
03:45,0.0,200.0,200.0,600.0,631.0060762415933,800.0
04:00,0.0,200.0,200.0,600.0,665.7300493825638,800.0
04:15,0.0,200.0,200.0,600.0,718.8871343049663,800.0
04:30,0.0,200.0,200.0,600.0,861.1879412231915,800.0
04:45,0.0,200.0,200.0,600.0,755.0083143191978,800.0
05:00,0.0,200.0,200.0,600.0,725.3292960576462,800.0
05:15,0.0,200.0,200.0,600.0,746.4235456764003,800.0
05:30,0.0,200.0,200.0,600.0,663.5215241432396,800.0
05:45,0.0,200.0,200.0,600.0,637.0346374663616,800.0
06:00,0.0,200.0,200.0,600.0,627.0394642317472,800.0
06:15,0.0,200.0,200.0,600.0,651.3482103916821,800.0
06:30,0.0,200.0,200.0,600.0,789.0996045672833,800.0
06:45,0.0,200.0,200.0,600.0,707.260767683947,800.0
07:00,0.0,200.0,200.0,600.0,668.0435394631476,800.0
07:15,0.0,200.0,200.0,600.0,698.9825263284391,800.0
07:30,0.0,200.0,200.0,600.0,692.1053221689883,800.0
07:45,0.0,200.0,200.0,600.0,655.9954505219262,800.0
08:00,0.0,200.0,200.0,600.0,934.0101307153905,800.0
08:15,0.0,200.0,200.0,600.0,1894.4364206295506,800.0
08:30,0.0,200.0,200.0,600.0,1742.3263458984964,800.0
08:45,0.0,200.0,200.0,600.0,1445.864412954888,800.0
09:00,475.84930936267983,0.0,200.0,600.0,0.0,600.0
09:15,696.3841870401527,0.0,200.0,600.0,0.0,400.0
09:30,1040.8428347801932,0.0,200.0,600.0,0.0,200.0
09:45,519.7556262026843,0.0,200.0,600.0,0.0,0.0
10:00,0.0,200.0,0.0,600.0,854.4923413663593,200.0
10:15,0.0,200.0,200.0,600.0,659.2141716895538,200.0
10:30,0.0,0.0,200.0,600.0,484.62047344705354,0.0
10:45,0.0,0.0,0.0,600.0,661.3714497462895,0.0
11:00,0.0,200.0,0.0,600.0,905.5643828991476,200.0
11:15,0.0,200.0,200.0,600.0,1193.2323253708396,200.0
11:30,0.0,0.0,200.0,0.0,1285.8953684222813,0.0
11:45,0.0,0.0,0.0,600.0,1733.0914314431852,0.0
12:00,0.0,200.0,0.0,0.0,1961.364823200663,200.0
12:15,0.0,200.0,200.0,0.0,1481.6708817018405,200.0
12:30,0.0,0.0,200.0,600.0,1140.6490544037827,0.0
12:45,0.0,0.0,0.0,600.0,980.5809047381808,0.0
13:00,0.0,200.0,0.0,600.0,799.7947242817368,200.0
13:15,0.0,200.0,200.0,600.0,613.883235366813,200.0
13:30,0.0,200.0,200.0,600.0,584.3060443292622,200.0
13:45,0.0,200.0,200.0,600.0,650.0085142308938,200.0
14:00,0.0,0.0,200.0,600.0,489.1807889004515,0.0
14:15,0.0,0.0,0.0,600.0,675.9718682973765,0.0
14:30,0.0,0.0,0.0,600.0,635.5635788237786,0.0
14:45,0.0,200.0,0.0,600.0,1773.2590656696639,200.0
15:00,0.0,0.0,200.0,600.0,937.4789761183142,0.0
15:15,0.0,200.0,0.0,600.0,1379.1041268417803,200.0
15:30,0.0,200.0,200.0,600.0,1752.514048981339,200.0
15:45,0.0,200.0,200.0,0.0,1735.2497643590762,200.0
16:00,1200.0,200.0,200.0,600.0,429.2082731542266,200.0
16:15,908.2112010271578,200.0,200.0,600.0,0.0,200.0
16:30,880.2482520775573,0.0,200.0,600.0,0.0,0.0
16:45,1200.0,200.0,0.0,600.0,94.7894877546355,200.0
17:00,996.6896617555335,200.0,200.0,600.0,0.0,200.0
17:15,812.4536461797775,200.0,200.0,600.0,0.0,200.0
17:30,846.3943839305043,200.0,200.0,600.0,0.0,200.0
17:45,1200.0,200.0,200.0,600.0,451.5532270003944,200.0
18:00,1200.0,200.0,200.0,0.0,592.2991686434473,200.0
18:15,1200.0,0.0,200.0,0.0,422.38147169839453,0.0
18:30,1200.0,0.0,0.0,600.0,551.8439346886862,0.0
18:45,1200.0,0.0,0.0,600.0,366.6688413934862,0.0
19:00,916.4836844968627,0.0,0.0,600.0,0.0,0.0
19:15,837.9070108117576,0.0,0.0,600.0,0.0,0.0
19:30,1200.0,0.0,0.0,600.0,308.1191702710289,0.0
19:45,1200.0,0.0,0.0,0.0,38.204221777284374,0.0
20:00,0.0,200.0,0.0,600.0,1283.896620769474,200.0
