,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,200.0,200.0,600.0,629.5976700286359,800.0
00:15,0.0,200.0,200.0,600.0,659.6671254695698,800.0
00:30,0.0,200.0,200.0,600.0,645.8687510332991,800.0
00:45,0.0,200.0,200.0,600.0,629.5166098503178,800.0
01:00,0.0,200.0,200.0,600.0,628.3766555907218,800.0
01:15,0.0,200.0,200.0,600.0,629.5722919892663,800.0
01:30,0.0,200.0,200.0,600.0,667.0186841005809,800.0
01:45,0.0,200.0,200.0,600.0,783.6941625559733,800.0
02:00,0.0,200.0,200.0,600.0,635.7540939514402,800.0
02:15,0.0,200.0,200.0,600.0,629.5004361701216,800.0
02:30,0.0,200.0,200.0,600.0,629.2310750919321,800.0
02:45,0.0,200.0,200.0,600.0,629.1386790605322,800.0
03:00,0.0,200.0,200.0,600.0,658.5483554830755,800.0
03:15,0.0,200.0,200.0,600.0,765.9948795241439,800.0
03:30,0.0,200.0,200.0,600.0,658.4439644105696,800.0
03:45,0.0,200.0,200.0,600.0,628.8060762415934,800.0
04:00,0.0,200.0,200.0,600.0,627.3300493825639,800.0
04:15,0.0,200.0,200.0,600.0,680.8871343049663,800.0
04:30,0.0,200.0,200.0,600.0,706.7879412231914,800.0
04:45,0.0,200.0,200.0,600.0,646.8083143191977,800.0
05:00,0.0,200.0,200.0,600.0,666.5292960576462,800.0
05:15,0.0,200.0,200.0,600.0,623.6235456764002,800.0
05:30,0.0,200.0,200.0,600.0,689.5215241432396,800.0
05:45,0.0,200.0,200.0,600.0,694.8346374663615,800.0
06:00,0.0,200.0,200.0,600.0,604.2394642317471,800.0
06:15,0.0,200.0,200.0,600.0,660.748210391682,800.0
06:30,0.0,200.0,200.0,600.0,743.0996045672833,800.0
06:45,0.0,200.0,200.0,600.0,766.6607676839471,800.0
07:00,0.0,200.0,200.0,600.0,685.4435394631475,800.0
07:15,0.0,200.0,200.0,600.0,673.3825263284391,800.0
07:30,0.0,200.0,200.0,600.0,881.9053221689883,800.0
07:45,0.0,200.0,200.0,600.0,796.6954505219261,800.0
08:00,0.0,200.0,200.0,600.0,1160.5101307153905,800.0
08:15,0.0,200.0,200.0,600.0,1221.3364206295505,800.0
08:30,0.0,200.0,200.0,600.0,667.9263458984963,800.0
08:45,0.0,200.0,200.0,600.0,606.064412954888,800.0
09:00,462.44930936267986,0.0,200.0,600.0,0.0,600.0
09:15,449.08418704015276,0.0,200.0,600.0,0.0,400.0
09:30,393.24283478019333,0.0,200.0,600.0,0.0,200.0
09:45,380.2556262026843,0.0,200.0,600.0,0.0,0.0
10:00,0.0,200.0,0.0,600.0,854.9923413663591,200.0
10:15,0.0,200.0,200.0,600.0,579.8141716895539,200.0
10:30,0.0,0.0,200.0,600.0,383.22047344705345,0.0
10:45,0.0,0.0,0.0,600.0,820.4714497462895,0.0
11:00,0.0,200.0,0.0,600.0,1261.5643828991476,200.0
11:15,0.0,200.0,200.0,600.0,963.5323253708395,200.0
11:30,0.0,0.0,200.0,600.0,1184.9953684222814,0.0
11:45,0.0,0.0,0.0,600.0,1441.6914314431856,0.0
12:00,0.0,200.0,0.0,600.0,1690.4648232006634,200.0
12:15,0.0,200.0,200.0,600.0,1320.5708817018408,200.0
12:30,0.0,0.0,200.0,600.0,507.04905440378263,0.0
12:45,0.0,0.0,0.0,600.0,709.5809047381807,0.0
13:00,0.0,200.0,0.0,600.0,943.4947242817368,200.0
13:15,0.0,200.0,200.0,600.0,1419.7832353668132,200.0
13:30,0.0,200.0,200.0,600.0,742.2060443292622,200.0
13:45,0.0,200.0,200.0,600.0,716.0085142308938,200.0
14:00,0.0,0.0,200.0,600.0,505.98078890045144,0.0
14:15,0.0,0.0,0.0,600.0,784.8718682973765,0.0
14:30,0.0,0.0,0.0,600.0,1474.8635788237784,0.0
14:45,0.0,200.0,0.0,600.0,1659.7590656696639,200.0
15:00,0.0,0.0,200.0,600.0,1429.678976118314,0.0
15:15,0.0,200.0,0.0,600.0,1788.40412684178,200.0
15:30,0.0,200.0,200.0,600.0,747.414048981339,200.0
15:45,0.0,200.0,200.0,600.0,691.3497643590763,200.0
16:00,475.40827315422644,0.0,200.0,600.0,0.0,0.0
16:15,904.7112010271578,200.0,0.0,600.0,0.0,200.0
16:30,813.9482520775573,200.0,200.0,600.0,0.0,200.0
16:45,829.2894877546355,200.0,200.0,600.0,0.0,200.0
17:00,1200.0,200.0,200.0,600.0,626.1896617555333,200.0
17:15,1200.0,0.0,200.0,0.0,231.0536461797774,0.0
17:30,1200.0,0.0,0.0,600.0,499.4943839305042,0.0
17:45,1200.0,0.0,0.0,600.0,412.2532270003944,0.0
18:00,796.4991686434471,0.0,0.0,600.0,0.0,0.0
18:15,934.6814716983947,0.0,0.0,600.0,0.0,0.0
18:30,898.543934688686,0.0,0.0,600.0,0.0,0.0
18:45,814.9688413934861,0.0,0.0,600.0,0.0,0.0
19:00,809.2836844968626,0.0,0.0,600.0,0.0,0.0
19:15,975.2070108117575,0.0,0.0,600.0,0.0,0.0
19:30,867.0191702710288,0.0,0.0,600.0,0.0,0.0
19:45,842.5042217772846,0.0,0.0,600.0,0.0,0.0
20:00,0.0,200.0,0.0,600.0,1040.896620769474,200.0
20:15,0.0,200.0,200.0,600.0,778.349109641153,200.0
20:30,0.0,0.0,200.0,600.0,729.4094981522054,0.0
20:45,0.0,0.0,0.0,600.0,897.5082943175715,0.0
21:00,0.0,200.0,0.0,600.0,1167.9423571718953,200.0
21:15,0.0,200.0,200.0,600.0,921.2730896622415,200.0
21:30,0.0,0.0,200.0,600.0,663.0476729431342,0.0
21:45,0.0,0.0,0.0,600.0,899.739231400971,0.0
22:00,0.0,200.0,0.0,600.0,1203.257519982471,200.0
22:15,0.0,0.0,200.0,600.0,699.4175362632591,0.0
22:30,0.0,0.0,0.0,600.0,940.7588380180034,0.0
22:45,0.0,0.0,0.0,600.0,969.4238672922436,0.0
23:00,0.0,0.0,0.0,600.0,1129.479744754026,0.0
23:15,0.0,0.0,0.0,600.0,1101.8772156701439,0.0
23:30,0.0,0.0,0.0,600.0,968.9263917597686,0.0
23:45,0.0,0.0,0.0,600.0,825.0789248445047,0.0
